ID,Province,Prefecture,County,Website
1454,Anhui,Ma'anshan City,Jinjiazhuang District,http://www.ahjjz.gov.cn/
1455,Anhui,Ma'anshan City,Dangtu County,http://www.dangtu.gov.cn/
1456,Anhui,Wuhu City,Jinghu District,http://www.whjhq.gov.cn/
1457,Anhui,Wuhu City,Sanshan District,http://www.sanshan.gov.cn/
1458,Anhui,Wuhu City,Jiujiang District,http://www.jjq.gov.cn/
1459,Anhui,Wuhu City,Yijiang District,http://218.22.77.46/
1460,Anhui,Wuhu City,Wuhu County,http://www.whx.gov.cn/
1461,Anhui,Wuhu City,Fanchang County,http://www.fanchang.gov.cn/
1462,Anhui,Wuhu City,Nanling County,http://www.nlx.gov.cn/
1463,Anhui,Tongling City,Tongguanshan District,http://www.tgs.gov.cn/
1464,Anhui,Tongling City,Shizishan District,http://www.tlszs.gov.cn/
1465,Anhui,Tongling City,Jiaoqu District,http://www.tljq.gov.cn/
1466,Anhui,Tongling City,Tongling County,http://www.tlx.gov.cn/
1467,Anhui,Anqing City,Yingjiang District,http://www.ahyingjiang.gov.cn/
1468,Anhui,Anqing City,Daguan District,http://www.aqdgq.gov.cn/
1469,Anhui,Anqing City,Yixiu District,http://www.aqyixiu.gov.cn/
1470,Anhui,Anqing City,Tongcheng City,http://www.tongcheng.gov.cn/
1471,Anhui,Anqing City,Huaining County,http://www.hedz.gov.cn/
1472,Anhui,Anqing City,Zongyang County,http://www.zongyang.gov.cn/
1473,Anhui,Anqing City,Qianshan County,http://www.qsx.gov.cn/
1474,Anhui,Anqing City,Taihu County,http://www.thx.gov.cn/
1475,Anhui,Anqing City,Susong County,http://www.susong.gov.cn/
1476,Anhui,Anqing City,Wangjiang County,http://www.wangjiang.gov.cn/
1477,Anhui,Anqing City,Yuexi County,http://www.yuexi.gov.cn/
1478,Anhui,Huangshan City,Tunxi District,http://www.huangshan.gov.cn/
1479,Anhui,Huangshan City,Huangshan District,http://www.hsq.gov.cn/
1480,Anhui,Huangshan City,Huizhou District,http://www.huizhouqu.gov.cn/
1481,Anhui,Huangshan City,She County,http://www.ahshx.gov.cn/
1482,Anhui,Huangshan City,Xiuning County,http://www.xiuning.gov.cn/
1483,Anhui,Huangshan City,Yi County,http://www.yixian.gov.cn/
1484,Anhui,Huangshan City,Qimen County,http://www.ahqimen.gov.cn/
1485,Anhui,Lu'an City,Jin'an District,http://www.ja.gov.cn/
1486,Anhui,Lu'an City,Yu'an District,http://www.yaq.gov.cn/
1487,Anhui,Lu'an City,Shou County,http://www.shouxian.gov.cn/
1488,Anhui,Lu'an City,Huoqiu County,http://www.huoqiu.gov.cn/
1489,Anhui,Lu'an City,Shucheng County,http://www.shucheng.gov.cn/
1490,Anhui,Lu'an City,Jinzhai County,http://www.ahjinzhai.gov.cn/
1491,Anhui,Lu'an City,Huoshan County,http://www.ahhuoshan.gov.cn/
1492,Anhui,Chaohu City,Juchao District,http://www.chjuchao.gov.cn/
1493,Anhui,Chaohu City,Lujiang County,http://www.lj.gov.cn/
1494,Anhui,Chaohu City,Wuwei County,http://www.ww.gov.cn/
1495,Anhui,Chaohu City,Hanshan County,http://www.ahhs.gov.cn/
1496,Anhui,Chaohu City,He County,http://www.hx.gov.cn/
1497,Anhui,Chizhou City,Guichi District,http://www.ahgc.gov.cn/
1498,Anhui,Chizhou City,Dongzhi County,http://www.ahdongzhi.gov.cn/
1499,Anhui,Chizhou City,Shitai County,http://www.ahshitai.gov.cn/
1500,Anhui,Chizhou City,Qingyang County,http://www.ahqy.gov.cn/
1501,Anhui,Xuancheng City,Xuanzhou District,http://www.xuanzhou.gov.cn/
1502,Anhui,Xuancheng City,Ningguo City,http://www.ningguo.gov.cn/
1503,Anhui,Xuancheng City,Langxi County,http://www.ahlx.gov.cn/
1504,Anhui,Xuancheng City,Guangde County,http://www.guangde.gov.cn/
1505,Anhui,Xuancheng City,Jing County,http://www.ahjx.gov.cn/
1506,Anhui,Xuancheng City,Jingde County,http://www.ahjd.gov.cn/
1507,Anhui,Xuancheng City,Jixi County,http://www.cnjx.gov.cn/
1508,Jiangsu,Nanjing City,Xuanwu District,http://www.xwzf.gov.cn/
1509,Jiangsu,Nanjing City,Baixia District,http://www.njbx.gov.cn/
1510,Jiangsu,Nanjing City,Qinhuai District,http://www.njqh.gov.cn/
1511,Jiangsu,Nanjing City,Jianye District,http://www.njjy.gov.cn/
1512,Jiangsu,Nanjing City,Gulou District,http://www.njgl.gov.cn/
1513,Jiangsu,Nanjing City,Xiaguan District,http://www.njxg.gov.cn/
1514,Jiangsu,Nanjing City,Pukou District,http://www.pukou.gov.cn/
1515,Jiangsu,Nanjing City,Luhe District,http://www.njlh.gov.cn/
1516,Jiangsu,Nanjing City,Qixia District,http://www.njqxq.gov.cn/
1517,Jiangsu,Nanjing City,Yuhuatai District,http://www.njyh.gov.cn/
1518,Jiangsu,Nanjing City,Jiangning District,http://www.jiangning.gov.cn/
1519,Jiangsu,Nanjing City,Lishui County,http://www.njls.gov.cn/
1520,Jiangsu,Nanjing City,Gaochun County,http://www.njgc.gov.cn/
1521,Jiangsu,Xuzhou City,Yunlong District,http://www.xzyl.gov.cn/
1522,Jiangsu,Xuzhou City,Gulou District,http://www.xzgl.gov.cn/
1523,Jiangsu,Xuzhou City,Jiuli District,
1524,Jiangsu,Xuzhou City,Jiawang District,http://www.xzjw.gov.cn/
1525,Jiangsu,Xuzhou City,Quanshan District,http://www.xzqs.gov.cn/
1526,Jiangsu,Xuzhou City,Pizhou City,http://www.pz.gov.cn/
1527,Jiangsu,Xuzhou City,Xinyi City,http://www.xy.gov.cn/
1528,Jiangsu,Xuzhou City,Tongshan County,http://www.zgts.gov.cn/
1529,Jiangsu,Xuzhou City,Suining County,http://www.cnsn.gov.cn/
1530,Jiangsu,Xuzhou City,Pei County,http://www.pxzfxx.gov.cn/
1531,Jiangsu,Xuzhou City,Feng County,http://www.chinafx.gov.cn/
1532,Jiangsu,Lianyungang City,Xinpu District,http://www.xinpu.gov.cn/
1533,Jiangsu,Lianyungang City,Lianyun District,http://lianyun.lyg.gov.cn/
1534,Jiangsu,Lianyungang City,Haizhou District,http://www.haizhou.gov.cn/
1535,Jiangsu,Lianyungang City,Ganyu County,http://gyx.lyg.gov.cn/
1536,Jiangsu,Lianyungang City,Guanyun County,http://www.guanyun.gov.cn/
1537,Jiangsu,Lianyungang City,Donghai County,http://www.jsdh.gov.cn/
1538,Jiangsu,Lianyungang City,Guannan County,http://www.guannan.gov.cn/
1539,Jiangsu,Suqian City,Sucheng District,http://www.sqsc.gov.cn/
1540,Jiangsu,Suqian City,Suyu District,http://www.suyu.gov.cn/
1541,Jiangsu,Suqian City,Shuyang County,http://www.shuyang.gov.cn/
1542,Jiangsu,Suqian City,Siyang County,http://www.siyang.gov.cn/
1543,Jiangsu,Suqian City,Sihong County,http://www.sihong.gov.cn/
1544,Jiangsu,Huai'an City,Qinghe District,http://www.qinghe.gov.cn/
1545,Jiangsu,Huai'an City,Qingpu District,http://www.haqp.gov.cn/
1546,Jiangsu,Huai'an City,Chuzhou District,http://www.hacz.gov.cn/
1547,Jiangsu,Huai'an City,Huaiyin District,http://www.zghy.gov.cn/
1548,Jiangsu,Huai'an City,Jinhu County,http://www.jinhu.gov.cn/
1549,Jiangsu,Huai'an City,Xuyi County,http://www.xuyi.gov.cn/
1550,Jiangsu,Huai'an City,Hongze County,http://www.hongze.gov.cn/
1551,Jiangsu,Huai'an City,Lianshui County,http://www.lianshui.gov.cn/
1552,Jiangsu,Yancheng City,Tinghu District,http://www.tinghu.gov.cn/
1553,Jiangsu,Yancheng City,Yandu District,http://www.yandu.gov.cn/
1554,Jiangsu,Yancheng City,Dongtai City,http://www.dongtai.gov.cn/
1555,Jiangsu,Yancheng City,Dafeng City,http://www.dafeng.js.cn/
1556,Jiangsu,Yancheng City,Sheyang County,http://www.sheyang.gov.cn/
1557,Jiangsu,Yancheng City,Funing County,http://www.funing.gov.cn/
1558,Jiangsu,Yancheng City,Binhai County,http://www.binhai.gov.cn/
1559,Jiangsu,Yancheng City,Xiangshui County,http://www.xiangshui.gov.cn/
1560,Jiangsu,Yancheng City,Jianhu County,http://www.jianhu.gov.cn/
1561,Jiangsu,Yangzhou City,Guangling District,http://www.yzglq.gov.cn/
1562,Jiangsu,Yangzhou City,Weiyang District,http://www.yzwy.gov.cn/
1563,Jiangsu,Yangzhou City,Hanjiang District,http://www.hj.gov.cn/
1564,Jiangsu,Yangzhou City,Yizheng City,http://www.yizheng.gov.cn/
1565,Jiangsu,Yangzhou City,Jiangdu City,http://www.jiangdu.gov.cn/
1566,Jiangsu,Yangzhou City,Gaoyou City,http://www.gaoyou.gov.cn/
1567,Jiangsu,Yangzhou City,Baoying County,http://www.baoying.gov.cn/
1568,Jiangsu,Taizhou City,Hailing District,http://www.tzhl.gov.cn/
1569,Jiangsu,Taizhou City,Gaogang District,http://www.gaogang.gov.cn/
1570,Jiangsu,Taizhou City,Jingjiang City,http://www.jingjiang.gov.cn/
1571,Jiangsu,Taizhou City,Taixing City,http://www.taixing.gov.cn/
1572,Jiangsu,Taizhou City,Jiangyan City,http://www.jys.gov.cn/
1573,Jiangsu,Taizhou City,Xinghua City,http://www.xinghua.gov.cn/
1574,Jiangsu,Nantong City,Chongchuan District,http://www.chongchuan.gov.cn/
1575,Jiangsu,Nantong City,Gangzha District,http://www.ntgz.gov.cn/
1576,Jiangsu,Nantong City,Haimen City,http://www.haimen.gov.cn/
1577,Jiangsu,Nantong City,Qidong City,http://www.qidong.gov.cn/
1578,Jiangsu,Nantong City,Tongzhou District,
1579,Jiangsu,Nantong City,Rugao City,http://www.rugao.gov.cn/
1580,Jiangsu,Nantong City,Rudong County,http://www.rudong.gov.cn/
1581,Jiangsu,Nantong City,Hai'an County,http://www.haian.gov.cn/
1582,Jiangsu,Zhenjiang City,Jingkou District,http://www.jkrlj.gov.cn/
1583,Jiangsu,Zhenjiang City,Runzhou District,http://www.runzhou.gov.cn/
1584,Jiangsu,Zhenjiang City,Dantu District,http://www.dantu.gov.cn/
1585,Jiangsu,Zhenjiang City,Yangzhong City,http://www.yz.cn/
1586,Jiangsu,Zhenjiang City,Danyang City,http://www.danyang.gov.cn/
1587,Jiangsu,Zhenjiang City,Jurong City,http://www.jurong.gov.cn/
1588,Jiangsu,Changzhou City,Zhonglou District,http://www.czzl.gov.cn/
1589,Jiangsu,Changzhou City,Tianning District,http://www.cztn.gov.cn/
1590,Jiangsu,Changzhou City,Qishuyan District,http://www.qsy.gov.cn/
1591,Jiangsu,Changzhou City,Xinbei District,http://www.czxd.gov.cn/
1592,Jiangsu,Changzhou City,Wujin District,http://www.wj.gov.cn/
1593,Jiangsu,Changzhou City,Jintan City,http://www.jsjt.gov.cn/
1594,Jiangsu,Changzhou City,Liyang City,http://www.liyang.gov.cn/
1595,Jiangsu,Wuxi City,Chong'an District,http://caq.wuxi.gov.cn/
1596,Jiangsu,Wuxi City,Nanchang District,http://www.wxnc.gov.cn/
1597,Jiangsu,Wuxi City,Beitang District,http://www.btqzf.wuxi.gov.cn/
1598,Jiangsu,Wuxi City,Binhu District,http://www.wxbh.gov.cn/
1599,Jiangsu,Wuxi City,Huishan District,http://www.huishan.gov.cn/
1600,Jiangsu,Wuxi City,Xishan District,http://www.xishancity.gov.cn/
1601,Jiangsu,Wuxi City,Wuxi New District,http://www.wnd.gov.cn/
1602,Jiangsu,Wuxi City,Jiangyin City,http://www.jiangyin.gov.cn/
1603,Jiangsu,Wuxi City,Yixing City,http://www.yixing.gov.cn/
1604,Jiangsu,Suzhou City,Jinchang District,http://www.jinchang.gov.cn/
1605,Jiangsu,Suzhou City,Canglang District,http://www.szcl.gov.cn/
1606,Jiangsu,Suzhou City,Pingjiang District,http://www.szpj.gov.cn/
1607,Jiangsu,Suzhou City,Huqiu District,http://www.snd.gov.cn/
1608,Jiangsu,Suzhou City,Wuzhong District,http://www.szwz.gov.cn/
1609,Jiangsu,Suzhou City,Xiangcheng District,http://www.szxc.gov.cn/
1610,Jiangsu,Suzhou City,Wujiang City,http://www.zgwj.gov.cn/
1611,Jiangsu,Suzhou City,Kunshan City,http://www.ks.gov.cn/
1612,Jiangsu,Suzhou City,Taicang City,http://www.taicang.gov.cn/
1613,Jiangsu,Suzhou City,Changshu City,http://www.changshu.gov.cn/
1614,Jiangsu,Suzhou City,Zhangjiagang City,http://www.zjg.gov.cn/
1615,Yunnan,Kunming City,Panlong District,http://www.kmpl.gov.cn/
1616,Yunnan,Kunming City,Wuhua District,http://www.kmwh.gov.cn/
1617,Yunnan,Kunming City,Guandu District,http://www.guandu.gov.cn/
1618,Yunnan,Kunming City,Xishan District,http://xs.km.gov.cn/
1619,Yunnan,Kunming City,Dongchuan District,http://www.kmdc.gov.cn/
1620,Yunnan,Kunming City,Anning City,http://www.ynan.gov.cn/
1621,Yunnan,Kunming City,Chenggong County,http://xxgk.yn.gov.cn/go.aspx?departmentid=8975
1622,Yunnan,Kunming City,Jinning County,http://www.ynf.gov.cn/go.aspx?departmentid=8990
1623,Yunnan,Kunming City,Fumin County,http://www.zffz.yn.gov.cn/fm/936748722493063168/index.html
1624,Yunnan,Kunming City,Yiliang County,http://www.yiliang-china.com/
1625,Yunnan,Kunming City,Songming County,http://www.smlm.gov.cn/
1626,Yunnan,Kunming City,Shilin Yi Autonomous County,http://www.shilin.gov.cn/
1627,Yunnan,Kunming City,Luquan Yi and Miao Autonomous County,http://www.luquan.gov.cn/
1628,Yunnan,Kunming City,Xundian Hui and Yi Autonomous County,http://www.xd.gov.cn/
1629,Yunnan,Qujing City,Qilin District,http://www.ql.gov.cn/
1630,Yunnan,Qujing City,Xuanwei City,http://www.xw.gov.cn/
1631,Yunnan,Qujing City,Malong County,http://xxgk.yn.gov.cn/go.aspx?departmentid=7578
1632,Yunnan,Qujing City,Zhanyi County,http://www.zhanyi.gov.cn/
1633,Yunnan,Qujing City,Fuyuan County,http://www.fy.qj.gov.cn/
1634,Yunnan,Qujing City,Luoping County,http://www.luoping.gov.cn/
1635,Yunnan,Qujing City,Shizong County,http://www.ynsz.gov.cn/
1636,Yunnan,Qujing City,Luliang County,http://www.ynf.gov.cn/go.aspx?departmentid=7576
1637,Yunnan,Qujing City,Huize County,http://www.zffz.yn.gov.cn/hzzfb/1657324662872342528/
1638,Yunnan,Yuxi City,Hongta District,http://www.hongta.gov.cn/
1639,Yunnan,Yuxi City,Jiangchuan County,http://www.ynjc.gov.cn/
1640,Yunnan,Yuxi City,Chengjiang County,http://www.yncj.gov.cn/
1641,Yunnan,Yuxi City,Tonghai County,http://www.tonghai.gov.cn/
1642,Yunnan,Yuxi City,Huaning County,http://www.huaning.gov.cn/
1643,Yunnan,Yuxi City,Yimen County,http://www.yimen.gov.cn/
1644,Yunnan,Yuxi City,Eshan Yi Autonomous County,http://www.yxes.gov.cn/
1645,Yunnan,Yuxi City,Xinping Yi and Dai Autonomous County,http://www.ynf.gov.cn/canton_model17/index.aspx?departmentid=3733
1646,Yunnan,Yuxi City,"Yuanjiang Hani, Yi and Dai Autonomous County",http://www.yjx.gov.cn/
1647,Yunnan,Baoshan City,Longyang District,http://www.longyang.gov.cn/
1648,Yunnan,Baoshan City,Shidian County,http://www.ynsd.gov.cn/
1649,Yunnan,Baoshan City,Tengchong County,http://www.tengchong.gov.cn/tcxzwwzd/3315784021744549888/
1650,Yunnan,Baoshan City,Longling County,http://www.longling.gov.cn/
1651,Yunnan,Baoshan City,Changning County,http://www.yncn.gov.cn/
1652,Yunnan,Zhaotong City,Zhaoyang District,http://www.zynews.com.cn/
1653,Yunnan,Zhaotong City,Ludian County,http://www.ludian.gov.cn/
1654,Yunnan,Zhaotong City,Qiaojia County,http://www.bht.yn.gov.cn/
1655,Yunnan,Zhaotong City,Yanjin County,http://www.ynyj.gov.cn/
1656,Yunnan,Zhaotong City,Daguan County,http://www.yndg.gov.cn/
1657,Yunnan,Zhaotong City,Yongshan County,http://xxgk.yn.gov.cn/go.aspx?departmentid=10
1658,Yunnan,Zhaotong City,Suijiang County,http://www.ynf.gov.cn/go.aspx?departmentid=2
1659,Yunnan,Zhaotong City,Zhenxiong County,http://www.zx.gov.cn/
1660,Yunnan,Zhaotong City,Yiliang County,http://www.cnyl.gov.cn/
1661,Yunnan,Zhaotong City,Weixin County,http://www.weixin.gov.cn/
1662,Yunnan,Zhaotong City,Shuifu County,http://xxgk.yn.gov.cn/go.aspx?departmentid=6
1663,Yunnan,Lijiang City,Gucheng District,http://www.lijiang.com.cn/
1664,Yunnan,Lijiang City,Yongsheng County,http://xxgk.yn.gov.cn/go.aspx?departmentid=1566
1665,Yunnan,Lijiang City,Huaping County,http://xxgk.yn.gov.cn/go.aspx?departmentid=1536
1666,Yunnan,Lijiang City,Yulong Naxi Autonomous County,http://www.ynyl.gov.cn/
1667,Yunnan,Lijiang City,Ninglang Yi Autonomous County,
1668,Yunnan,Pu'er City,Simao District,http://www.simao.gov.cn/Display_News.asp?N_FileID=2009320153447
1669,Yunnan,Pu'er City,Ning'er Hani and Yi Autonomous County,http://pene.xxgk.yn.gov.cn/
1670,Yunnan,Pu'er City,Mojiang Hani Autonomous County,http://www.mojiang.gov.cn/
1671,Yunnan,Pu'er City,Jingdong Yi Autonomous County,http://xxgk.yn.gov.cn/go.aspx?departmentid=1651
1672,Yunnan,Pu'er City,Jinggu Dai and Yi Autonomous County,http://www.jg.gov.cn/
1673,Yunnan,Pu'er City,"Zhenyuan Yi, Hani and Lahu Autonomous County",http://www.smzy.gov.cn/
1674,Yunnan,Pu'er City,Jiangcheng Hani and Yi Autonomous County,http://www.jcw.gov.cn/
1675,Yunnan,Pu'er City,"Menglian Dai, Lahu and Va Autonomous County",http://www.menglian.gov.cn/
1676,Yunnan,Pu'er City,Lancang Lahu Autonomous County,http://cx.xxgk.yn.gov.cn/go.aspx?departmentid=1544
1677,Yunnan,Pu'er City,Ximeng Va Autonomous County,http://www.ximeng.gov.cn/
1678,Yunnan,Lincang City,Linxiang District,http://www.ynlx.gov.cn/
1679,Yunnan,Lincang City,Fengqing County,http://www.lsj.yn.gov.cn/fqxrmzfmh/5404319552844595200/
1680,Yunnan,Lincang City,Yun County,http://www.ynyx.gov.cn/
1681,Yunnan,Lincang City,Yongde County,http://www.yongde.gov.cn/
1682,Yunnan,Lincang City,Zhenkang County,http://www.ynzk.gov.cn/
1683,Yunnan,Lincang City,"Shuangjiang Lahu, Va, Blang and Dai Autonomous County",http://www.shuangjiang.gov.cn/
1684,Yunnan,Lincang City,Gengma Dai and Va Autonomous County,http://www.yngm.gov.cn/
1685,Yunnan,Lincang City,Cangyuan Va Autonomous County,http://www.cangyuan.gov.cn/
1686,Yunnan,Dehong Dai and Jingpo Autonomous Prefecture,Luxi City,http://www.zffz.yn.gov.cn/dhlx/2161727821137838080/
1687,Yunnan,Dehong Dai and Jingpo Autonomous Prefecture,Ruili City,http://www.zffz.yn.gov.cn/dhrlsrmzf/3891110078048108544/index.html
1688,Yunnan,Dehong Dai and Jingpo Autonomous Prefecture,Lianghe County,http://www.zffz.yn.gov.cn/dhlhxxxw/4899916394579099648/index.html
1689,Yunnan,Dehong Dai and Jingpo Autonomous Prefecture,Yingjiang County,http://www.yj.yn.gov.cn/
1690,Yunnan,Dehong Dai and Jingpo Autonomous Prefecture,Longchuan County,http://www.bofcom.gov.cn/dhlc/72057594037927936/index.html
1691,Yunnan,Nujiang Lisu Autonomous Prefecture,Lushui County,http://njls.xxgk.yn.gov.cn/
1692,Yunnan,Nujiang Lisu Autonomous Prefecture,Fugong County,http://njfg.xxgk.yn.gov.cn/
1693,Yunnan,Nujiang Lisu Autonomous Prefecture,Gongshan Derung and Nu Autonomous County,http://xxgk.yn.gov.cn/canton_model19/index.aspx?departmentid=1532
1694,Yunnan,Nujiang Lisu Autonomous Prefecture,Lanping Bai and Pumi Autonomous County,http://xxgk.yn.gov.cn/canton_model17/newsview.aspx?id=68861
1695,Yunnan,Diqing Tibetan Autonomous Prefecture,Shangri-La County,http://www.shangri-la.gov.cn/
1696,Yunnan,Diqing Tibetan Autonomous Prefecture,Deqin County,http://xxgk.yn.gov.cn/go.aspx?departmentid=8976
1697,Yunnan,Diqing Tibetan Autonomous Prefecture,Weixi Lisu Autonomous County,http://www.weixi.gov.cn/Item/684.aspx
1698,Yunnan,Dali Bai Autonomous Prefecture,Dali City,http://dls.dali.gov.cn/
1699,Yunnan,Dali Bai Autonomous Prefecture,Xiangyun County,http://www.ynxy.gov.cn/
1700,Yunnan,Dali Bai Autonomous Prefecture,Binchuan County,http://bch.dali.gov.cn/
1701,Yunnan,Dali Bai Autonomous Prefecture,Midu County,http://md.dali.gov.cn/
1702,Yunnan,Dali Bai Autonomous Prefecture,Yongping County,http://www.ypx.gov.cn/
1703,Yunnan,Dali Bai Autonomous Prefecture,Yunlong County,http://yl.dali.gov.cn/
1704,Yunnan,Dali Bai Autonomous Prefecture,Eryuan County,http://ey.dali.gov.cn/
1705,Yunnan,Dali Bai Autonomous Prefecture,Jianchuan County,http://jc.dali.gov.cn/
1706,Yunnan,Dali Bai Autonomous Prefecture,Heqing County,http://xxgk.yn.gov.cn/go.aspx?departmentid=3727
1707,Yunnan,Dali Bai Autonomous Prefecture,Yangbi Yi Autonomous County,http://www.yangbi.gov.cn/
1708,Yunnan,Dali Bai Autonomous Prefecture,Nanjian Yi Autonomous County,http://dlnj.xxgk.yn.gov.cn/
1709,Yunnan,Dali Bai Autonomous Prefecture,Weishan Yi and Hui Autonomous County,http://www.audit.yn.gov.cn/dlwsrmzfmh/5404319552844595200/
1710,Yunnan,Chuxiong Yi Autonomous Prefecture,Chuxiong City,http://www.cxs.gov.cn/
1711,Yunnan,Chuxiong Yi Autonomous Prefecture,Shuangbai County,http://www.ynf.gov.cn/go.aspx?departmentid=6293
1712,Yunnan,Chuxiong Yi Autonomous Prefecture,Mouding County,http://www.mdx.gov.cn/
1713,Yunnan,Chuxiong Yi Autonomous Prefecture,Nanhua County,http://xxgk.yn.gov.cn/go.aspx?departmentid=6299
1714,Yunnan,Chuxiong Yi Autonomous Prefecture,Yao'an County,http://www.yaoan.gov.cn/
1715,Yunnan,Chuxiong Yi Autonomous Prefecture,Dayao County,http://www.dayao.gov.cn/
1716,Yunnan,Chuxiong Yi Autonomous Prefecture,Yongren County,http://www.yongren.gov.cn/
1717,Yunnan,Chuxiong Yi Autonomous Prefecture,Yuanmou County,http://www.zffz.yn.gov.cn/ynsgfxwj/504403158265495552/index.html
1718,Yunnan,Chuxiong Yi Autonomous Prefecture,Wuding County,http://xxgk.yn.gov.cn/go.aspx?departmentid=6295
1719,Yunnan,Chuxiong Yi Autonomous Prefecture,Lufeng County,http://www.ynlf.gov.cn/
1720,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Mengzi County,http://www.yn.xinhuanet.com/nets/mengz/index.htm
1721,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Gejiu City,http://www.yn.xinhuanet.com/nets/gj/index.htm
1722,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Kaiyuan City,http://www.ky.hh.gov.cn/
1723,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Lüchun County,http://www.lc.hh.gov.cn/
1724,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Jianshui County,http://www.ynjs.hh.gov.cn/
1725,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Shiping County,http://www.sp.hh.gov.cn/
1726,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Mile County,http://www.mile.hh.gov.cn/
1727,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Luxi County,http://www.lx.hh.gov.cn/
1728,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Yuanyang County,http://xxgk.yn.gov.cn/Go.aspx?departmentid=1567
1729,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Honghe County,http://www.ynhh.gov.cn/
1730,Yunnan,Honghe Hani and Yi Autonomous Prefecture,"Jinping Miao, Yao and Dai Autonomous County",http://www.jp.hh.gov.cn/
1731,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Hekou Yao Autonomous County,http://www.hk.hh.gov.cn/
1732,Yunnan,Honghe Hani and Yi Autonomous Prefecture,Pingbian Miao Autonomous County,http://www.ynf.gov.cn/canton_model12/default.aspx?departmentid=3531
1733,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Wenshan County,http://www.37.gov.cn/
1734,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Yanshan County,http://www.yanshan.gov.cn/
1735,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Xichou County,http://www.xczw.gov.cn/
1736,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Malipo County,http://www.ynws.gov.cn/Detail.aspx?ID=27116
1737,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Maguan County,http://www.ynmg.gov.cn/
1738,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Qiubei County,http://www.ynqb.gov.cn/
1739,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Guangnan County,http://www.yngn.gov.cn/
1740,Yunnan,Wenshan Zhuang and Miao Autonomous Prefecture,Funing County,http://www.ynfn.gov.cn/
1741,Yunnan,Xishuangbanna Dai Autonomous Prefecture,Jinghong City,http://www.jhs.gov.cn/
1742,Yunnan,Xishuangbanna Dai Autonomous Prefecture,Menghai County,http://xxgk.yn.gov.cn/go.aspx?departmentid=8988
1743,Yunnan,Xishuangbanna Dai Autonomous Prefecture,Mengla County,http://www.ynf.gov.cn/go.aspx?departmentid=8996
1744,Guizhou,Guiyang City,Wudang District,http://www.gzwd.gov.cn/
1745,Guizhou,Guiyang City,Nanming District,http://www.nanming.gov.cn/
1746,Guizhou,Guiyang City,Yunyan District,http://www.yunyan.gov.cn/
1747,Guizhou,Guiyang City,Huaxi District,http://www.hxgov.gov.cn/
1748,Guizhou,Guiyang City,Baiyun District,http://www.gzbaiyun.gov.cn/
1749,Guizhou,Guiyang City,Xiaohe District,http://www.geta.gov.cn/
1750,Guizhou,Guiyang City,Qingzhen City,http://www.gzqz.gov.cn/
1751,Guizhou,Guiyang City,Kaiyang County,http://www.kygov.gov.cn/
1752,Guizhou,Guiyang City,Xiuwen County,http://www.xiuwen.gov.cn/
1753,Guizhou,Guiyang City,Xifeng County,http://www.xifeng.gov.cn/
1754,Guizhou,Liupanshui City,Zhongshan District,http://www.gzzs.gov.cn/
1755,Guizhou,Liupanshui City,Pan County,http://www.panxian.gov.cn/
1756,Guizhou,Liupanshui City,Shuicheng County,http://www.shuicheng.gov.cn/
1757,Guizhou,Liupanshui City,Liuzhi Special Dist (County),http://www.liuzhi.gov.cn/
1758,Guizhou,Zunyi City,Honghuagang District,http://www.zyhhg.gov.cn/
1759,Guizhou,Zunyi City,Huichuan District,http://www.zyhc.gov.cn/
1760,Guizhou,Zunyi City,Chishui City,http://www.gzchishui.gov.cn/
1761,Guizhou,Zunyi City,Renhuai City,http://www.rh.gov.cn/
1762,Guizhou,Zunyi City,Zunyi County,http://www.zypg.gov.cn/
1763,Guizhou,Zunyi City,Tongzi County,http://www.gztongzi.gov.cn/
1764,Guizhou,Zunyi City,Suiyang County,http://www.suiyang.gov.cn/
1765,Guizhou,Zunyi City,Zheng'an County,http://www.gzza.gov.cn/
1766,Guizhou,Zunyi City,Fenggang County,http://www.gzfenggang.gov.cn/
1767,Guizhou,Zunyi City,Meitan County,http://www.meitan.gov.cn/
1768,Guizhou,Zunyi City,Yuqing County,http://www.yuqing.gov.cn/
1769,Guizhou,Zunyi City,Xishui County,http://www.gzxishui.gov.cn/
1770,Guizhou,Zunyi City,Daozhen Gelao and Miao Autonomous County,http://www.gzdaozhen.gov.cn/
